Order Date,Average of Profit,forecastValue,confidenceHighBound,confidenceLowBound
2019-04-03 00:00:00,16.70825,,,
2019-04-04 00:00:00,42.72578333333333,,,
2019-04-05 00:00:00,-59.1034,,,
2019-04-06 00:00:00,336.635,,,
2019-04-07 00:00:00,91.12725,,,
2019-04-08 00:00:00,-93.38887222222223,,,
2019-04-09 00:00:00,39.111725,,,
2019-04-10 00:00:00,19.771025,,,
2019-04-12 00:00:00,5.4029,,,
2019-04-13 00:00:00,2.8764,,,
2019-04-14 00:00:00,34.331720000000004,,,
2019-04-15 00:00:00,7.8759125,,,
2019-04-16 00:00:00,347.72902857142856,,,
2019-04-17 00:00:00,11.50228,,,
2019-04-18 00:00:00,-6.849155555555556,,,
2019-04-19 00:00:00,12.985026666666666,,,
2019-04-21 00:00:00,-29.1238,,,
2019-04-22 00:00:00,-82.65596000000001,,,
2019-04-23 00:00:00,30.5225,,,
2019-04-24 00:00:00,43.6968,,,
2019-04-25 00:00:00,-12.647733333333333,,,
2019-04-26 00:00:00,62.7822,,,
2019-04-28 00:00:00,5.5912999999999995,,,
2019-04-30 00:00:00,4.999866666666667,,,
2019-05-01 00:00:00,-12.540433333333333,,,
2019-05-02 00:00:00,4.8422833333333335,,,
2019-05-03 00:00:00,-34.382955555555554,,,
2019-05-05 00:00:00,37.4426,,,
2019-05-06 00:00:00,7.0947571428571425,,,
2019-05-07 00:00:00,220.3551666666667,,,
2019-05-08 00:00:00,22.099785714285712,,,
2019-05-09 00:00:00,0.7923833333333333,,,
2019-05-10 00:00:00,-38.5836,,,
2019-05-11 00:00:00,2.691,,,
2019-05-12 00:00:00,52.455471428571435,,,
2019-05-14 00:00:00,4.539722222222222,,,
2019-05-15 00:00:00,45.5508,,,
2019-05-16 00:00:00,10.40025,,,
2019-05-17 00:00:00,1.8201,,,
2019-05-18 00:00:00,17.4303,,,
2019-05-19 00:00:00,36.199888888888886,,,
2019-05-20 00:00:00,65.65986000000001,,,
2019-05-21 00:00:00,38.744414285714285,,,
2019-05-22 00:00:00,48.2843375,,,
2019-05-23 00:00:00,180.31285714285715,,,
2019-05-24 00:00:00,38.48473333333333,,,
2019-05-25 00:00:00,55.8836,,,
2019-05-26 00:00:00,3.923922222222222,,,
2019-05-27 00:00:00,141.3665142857143,,,
2019-05-28 00:00:00,30.554579999999998,,,
2019-05-29 00:00:00,58.39918,,,
2019-05-30 00:00:00,71.11983599999999,,,
2019-05-31 00:00:00,8.278266666666667,,,
2019-06-02 00:00:00,5.8949,,,
2019-06-03 00:00:00,-1.7772,,,
2019-06-04 00:00:00,-2.491475,,,
2019-06-05 00:00:00,15.1664,,,
2019-06-06 00:00:00,61.734205882352946,,,
2019-06-07 00:00:00,5.730475,,,
2019-06-09 00:00:00,44.784525,,,
2019-06-10 00:00:00,-45.8974,,,
2019-06-11 00:00:00,29.7443875,,,
2019-06-12 00:00:00,12.840995454545453,,,
2019-06-13 00:00:00,38.311766666666664,,,
2019-06-14 00:00:00,32.66274,,,
2019-06-15 00:00:00,54.215,,,
2019-06-16 00:00:00,8.163666666666666,,,
2019-06-17 00:00:00,15.406816666666666,,,
2019-06-18 00:00:00,28.97685,,,
2019-06-19 00:00:00,8.0464,,,
2019-06-20 00:00:00,9.051923529411765,,,
2019-06-21 00:00:00,6.9398,,,
2019-06-23 00:00:00,31.373772727272726,,,
2019-06-24 00:00:00,120.11546666666668,,,
2019-06-25 00:00:00,-18.686933333333332,,,
2019-06-26 00:00:00,26.8035,,,
2019-06-27 00:00:00,5.688466666666667,,,
2019-06-28 00:00:00,28.2863625,,,
2019-06-29 00:00:00,19.188,,,
2019-06-30 00:00:00,100.1544,,,
2019-07-01 00:00:00,68.204325,,,
2019-07-02 00:00:00,9.29765,,,
2019-07-03 00:00:00,60.73645,,,
2019-07-04 00:00:00,41.884299999999996,,,
2019-07-07 00:00:00,67.19861333333333,,,
2019-07-08 00:00:00,22.14628181818182,,,
2019-07-09 00:00:00,43.7048,,,
2019-07-10 00:00:00,-74.01223999999999,,,
2019-07-12 00:00:00,7.182,,,
2019-07-14 00:00:00,19.487194444444444,,,
2019-07-15 00:00:00,23.251333333333335,,,
2019-07-16 00:00:00,-5.4621666666666675,,,
2019-07-17 00:00:00,36.80480588235294,,,
2019-07-18 00:00:00,8.29425,,,
2019-07-19 00:00:00,62.56375,,,
2019-07-20 00:00:00,43.176,,,
2019-07-21 00:00:00,22.860888888888887,,,
2019-07-22 00:00:00,23.054141666666666,,,
2019-07-23 00:00:00,-9.94389,,,
2019-07-24 00:00:00,26.1218,,,
2019-07-25 00:00:00,58.380900000000004,,,
2019-07-28 00:00:00,-163.383775,,,
2019-07-29 00:00:00,-3.023675,,,
2019-07-30 00:00:00,54.9916,,,
2019-07-31 00:00:00,53.736180000000004,,,
2019-08-01 00:00:00,28.6334,,,
2019-08-02 00:00:00,17.8046,,,
2019-08-03 00:00:00,30.8715,,,
2019-08-04 00:00:00,12.258175,,,
2019-08-05 00:00:00,59.115,,,
2019-08-06 00:00:00,22.5034,,,
2019-08-07 00:00:00,86.3856,,,
2019-08-08 00:00:00,25.846657142857143,,,
2019-08-09 00:00:00,13.44492,,,
2019-08-11 00:00:00,23.49506666666667,,,
2019-08-12 00:00:00,2.124942857142857,,,
2019-08-13 00:00:00,-8.23052,,,
2019-08-14 00:00:00,-1.3456333333333335,,,
2019-08-15 00:00:00,17.52732,,,
2019-08-16 00:00:00,10.9174,,,
2019-08-17 00:00:00,5.6956,,,
2019-08-18 00:00:00,22.018016666666668,,,
2019-08-19 00:00:00,51.380433333333336,,,
2019-08-20 00:00:00,3.9906,,,
2019-08-21 00:00:00,1.5359833333333333,,,
2019-08-22 00:00:00,5.834125,,,
2019-08-23 00:00:00,14.43028125,,,
2019-08-26 00:00:00,37.43376,,,
2019-08-27 00:00:00,15.10253076923077,,,
2019-08-28 00:00:00,-14.940783333333334,,,
2019-08-29 00:00:00,-13.464111111111112,,,
2019-08-30 00:00:00,-36.90897142857143,,,
2019-08-31 00:00:00,2.3968,,,
2019-09-01 00:00:00,94.83700999999999,,,
2019-09-02 00:00:00,28.850642307692308,,,
2019-09-03 00:00:00,-58.134661538461536,,,
2019-09-04 00:00:00,81.36115555555556,,,
2019-09-05 00:00:00,11.197773684210526,,,
2019-09-06 00:00:00,25.580225,,,
2019-09-08 00:00:00,-17.887142857142855,,,
2019-09-09 00:00:00,4.053866666666667,,,
2019-09-10 00:00:00,22.7664,,,
2019-09-11 00:00:00,79.62648235294118,,,
2019-09-12 00:00:00,30.18716,,,
2019-09-13 00:00:00,69.62947,,,
2019-09-14 00:00:00,132.1282,,,
2019-09-15 00:00:00,85.98712857142857,,,
2019-09-16 00:00:00,7.11545,,,
2019-09-17 00:00:00,35.20145,,,
2019-09-18 00:00:00,23.9564,,,
2019-09-19 00:00:00,58.525,,,
2019-09-20 00:00:00,37.738060000000004,,,
2019-09-22 00:00:00,11.16015,,,
2019-09-23 00:00:00,7.1366538461538465,,,
2019-09-24 00:00:00,-46.412958333333336,,,
2019-09-25 00:00:00,16.77776,,,
2019-09-26 00:00:00,-24.44305294117647,,,
2019-09-27 00:00:00,-17.71204,,,
2019-09-28 00:00:00,30.98,,,
2019-09-29 00:00:00,23.54062,,,
2019-09-30 00:00:00,-14.7183,,,
2019-10-01 00:00:00,-5.3486875,,,
2019-10-02 00:00:00,1248.3995857142856,,,
2019-10-03 00:00:00,32.076257142857145,,,
2019-10-04 00:00:00,379.7599714285715,,,
2019-10-06 00:00:00,-189.42141999999998,,,
2019-10-07 00:00:00,15.8816,,,
2019-10-08 00:00:00,-12.9976,,,
2019-10-09 00:00:00,-6.88168,,,
2019-10-10 00:00:00,-31.41412857142857,,,
2019-10-11 00:00:00,2.0665,,,
2019-10-13 00:00:00,-20.898036842105263,,,
2019-10-14 00:00:00,98.1537,,,
2019-10-15 00:00:00,46.07238461538462,,,
2019-10-16 00:00:00,-37.9152,,,
2019-10-17 00:00:00,193.45516666666666,,,
2019-10-18 00:00:00,-34.641,,,
2019-10-20 00:00:00,12.76613,,,
2019-10-21 00:00:00,83.97479047619048,,,
2019-10-22 00:00:00,11.45316,,,
2019-10-23 00:00:00,48.05005,,,
2019-10-24 00:00:00,52.33931666666667,,,
2019-10-25 00:00:00,78.396,,,
2019-10-27 00:00:00,26.42388888888889,,,
2019-10-28 00:00:00,15.001047058823529,,,
2019-10-29 00:00:00,9.8546,,,
2019-10-30 00:00:00,11.73695,,,
2019-10-31 00:00:00,56.290775,,,
2019-11-01 00:00:00,37.32605,,,
2019-11-03 00:00:00,29.01500833333333,,,
2019-11-04 00:00:00,-2.866745,,,
2019-11-05 00:00:00,3.2660578947368424,,,
2019-11-06 00:00:00,8.696885714285715,,,
2019-11-07 00:00:00,33.42764210526315,,,
2019-11-08 00:00:00,130.7478,,,
2019-11-09 00:00:00,177.5889,,,
2019-11-10 00:00:00,30.900811428571426,,,
2019-11-11 00:00:00,26.106205263157893,,,
2019-11-12 00:00:00,10.645325,,,
2019-11-13 00:00:00,60.705400000000004,,,
2019-11-14 00:00:00,26.5069375,,,
2019-11-15 00:00:00,52.59802,,,
2019-11-16 00:00:00,8.078,,,
2019-11-17 00:00:00,7.242925,,,
2019-11-18 00:00:00,65.09183333333333,,,
2019-11-19 00:00:00,6.208361111111111,,,
2019-11-20 00:00:00,23.126936363636364,,,
2019-11-21 00:00:00,12.579466666666667,,,
2019-11-22 00:00:00,8.0365,,,
2019-11-23 00:00:00,6.2165333333333335,,,
2019-11-24 00:00:00,46.15207777777778,,,
2019-11-25 00:00:00,-520.6164083333333,,,
2019-11-26 00:00:00,111.05473125,,,
2019-11-27 00:00:00,14.958885714285714,,,
2019-11-28 00:00:00,29.118454545454544,,,
2019-11-29 00:00:00,-142.9627,,,
2019-11-30 00:00:00,17.13286,,,
2019-12-01 00:00:00,71.86368695652175,,,
2019-12-02 00:00:00,58.379011764705886,,,
2019-12-03 00:00:00,66.6160125,,,
2019-12-04 00:00:00,16.309866666666668,,,
2019-12-05 00:00:00,91.79605625,,,
2019-12-06 00:00:00,56.513061111111114,,,
2019-12-08 00:00:00,9.798020000000001,,,
2019-12-09 00:00:00,20.002311764705883,,,
2019-12-10 00:00:00,72.87845,,,
2019-12-11 00:00:00,15.213292857142857,,,
2019-12-12 00:00:00,37.08178461538461,,,
2019-12-13 00:00:00,18.03885,,,
2019-12-14 00:00:00,35.06014444444444,,,
2019-12-15 00:00:00,3.9455142857142858,,,
2019-12-16 00:00:00,1.69274,,,
2019-12-17 00:00:00,664.8567,,,
2019-12-18 00:00:00,34.64259047619048,,,
2019-12-19 00:00:00,-35.91218571428571,,,
2019-12-20 00:00:00,9.6327,,,
2019-12-22 00:00:00,28.517925,,,
2019-12-23 00:00:00,50.41302,,,
2019-12-24 00:00:00,40.4403625,,,
2019-12-25 00:00:00,73.33663684210526,,,
2019-12-26 00:00:00,11.995507692307692,,,
2019-12-27 00:00:00,2.3940857142857146,,,
2019-12-29 00:00:00,16.041291666666666,,,
2019-12-30 00:00:00,18.3579,,,
2019-12-31 00:00:00,9.749071428571428,,,
2020-01-01 00:00:00,-18.14109,,,
2020-01-02 00:00:00,-25.8809125,,,
2020-01-03 00:00:00,234.76,,,
2020-01-06 00:00:00,15.5204,,,
2020-01-07 00:00:00,126.4532,,,
2020-01-08 00:00:00,80.3682,,,
2020-01-09 00:00:00,-228.7425,,,
2020-01-12 00:00:00,-275.379,,,
2020-01-13 00:00:00,51.6631,,,
2020-01-14 00:00:00,11.600438888888888,,,
2020-01-15 00:00:00,37.15075,,,
2020-01-16 00:00:00,519.0406,,,
2020-01-19 00:00:00,6.156033333333333,,,
2020-01-20 00:00:00,26.005333333333336,,,
2020-01-21 00:00:00,44.229907142857144,,,
2020-01-22 00:00:00,243.5585166666667,,,
2020-01-23 00:00:00,8.65,,,
2020-01-24 00:00:00,26.26705,,,
2020-01-26 00:00:00,133.99258333333333,,,
2020-01-27 00:00:00,0.405975,,,
2020-01-28 00:00:00,83.46195,,,
2020-01-29 00:00:00,8.69031,,,
2020-01-30 00:00:00,19.27775625,,,
2020-02-02 00:00:00,18.96411111111111,,,
2020-02-03 00:00:00,26.94625,,,
2020-02-04 00:00:00,8.4942,,,
2020-02-05 00:00:00,18.7205,,,
2020-02-06 00:00:00,40.86316,,,
2020-02-09 00:00:00,-68.6621,,,
2020-02-10 00:00:00,14.0637,,,
2020-02-11 00:00:00,26.02036,,,
2020-02-13 00:00:00,60.619214285714285,,,
2020-02-16 00:00:00,11.99695,,,
2020-02-17 00:00:00,-29.503676923076924,,,
2020-02-18 00:00:00,20.802733333333332,,,
2020-02-19 00:00:00,94.262875,,,
2020-02-20 00:00:00,-9.773827272727273,,,
2020-02-21 00:00:00,-2.994,,,
2020-02-23 00:00:00,14.123333333333333,,,
2020-02-24 00:00:00,83.13096666666667,,,
2020-02-25 00:00:00,-6.459933333333333,,,
2020-02-26 00:00:00,49.705911111111114,,,
2020-02-28 00:00:00,4.1121,,,
2020-03-02 00:00:00,22.185427272727274,,,
2020-03-03 00:00:00,75.45544285714286,,,
2020-03-04 00:00:00,-5.653733333333334,,,
2020-03-05 00:00:00,53.38347777777778,,,
2020-03-06 00:00:00,23.5126,,,
2020-03-07 00:00:00,18.7038,,,
2020-03-08 00:00:00,60.862,,,
2020-03-09 00:00:00,46.542833333333334,,,
2020-03-10 00:00:00,-18.33551111111111,,,
2020-03-11 00:00:00,32.09977142857143,,,
2020-03-12 00:00:00,20.157999999999998,,,
2020-03-13 00:00:00,41.363780000000006,,,
2020-03-14 00:00:00,4.9616,,,
2020-03-16 00:00:00,14.023269230769232,,,
2020-03-17 00:00:00,9.979030769230768,,,
2020-03-18 00:00:00,-25.01181,,,
2020-03-19 00:00:00,11.855390909090909,,,
2020-03-20 00:00:00,42.177416666666666,,,
2020-03-21 00:00:00,76.02163333333333,,,
2020-03-23 00:00:00,852.32845,,,
2020-03-24 00:00:00,48.61034285714286,,,
2020-03-25 00:00:00,60.87605,,,
2020-03-26 00:00:00,38.77906363636364,,,
2020-03-27 00:00:00,9.180228571428572,,,
2020-03-28 00:00:00,7.358025,,,
2020-03-29 00:00:00,21.164,,,
2020-03-30 00:00:00,37.006033333333335,,,
2020-03-31 00:00:00,138.63198461538462,,,
2020-04-01 00:00:00,45.245066666666666,,,
2020-04-02 00:00:00,43.17964,,,
2020-04-03 00:00:00,4.9233,,,
2020-04-04 00:00:00,18.36295,,,
2020-04-06 00:00:00,22.0152,,,
2020-04-07 00:00:00,-48.738957142857146,,,
2020-04-08 00:00:00,284.6022875,,,
2020-04-09 00:00:00,34.27350833333333,,,
2020-04-10 00:00:00,17.17842,,,
2020-04-11 00:00:00,2.6310000000000002,,,
2020-04-12 00:00:00,15.6735,,,
2020-04-13 00:00:00,67.0551,,,
2020-04-14 00:00:00,4.2000625,,,
2020-04-15 00:00:00,18.31585,,,
2020-04-16 00:00:00,-4.5439,,,
2020-04-17 00:00:00,-261.8073076923077,,,
2020-04-20 00:00:00,1.7503307692307692,,,
2020-04-21 00:00:00,3.4505125,,,
2020-04-22 00:00:00,31.324333333333332,,,
2020-04-23 00:00:00,13.287813333333334,,,
2020-04-24 00:00:00,-1.3373444444444444,,,
2020-04-25 00:00:00,13.0731125,,,
2020-04-26 00:00:00,9.0541,,,
2020-04-27 00:00:00,10.003433333333334,,,
2020-04-28 00:00:00,22.8418,,,
2020-04-29 00:00:00,-33.74205,,,
2020-04-30 00:00:00,-3.7847222222222223,,,
2020-05-01 00:00:00,-75.64296666666667,,,
2020-05-02 00:00:00,22.07888,,,
2020-05-03 00:00:00,-8.900022222222223,,,
2020-05-04 00:00:00,26.57539090909091,,,
2020-05-05 00:00:00,-20.427083333333332,,,
2020-05-06 00:00:00,6.476523076923077,,,
2020-05-07 00:00:00,108.23625,,,
2020-05-08 00:00:00,212.27272,,,
2020-05-09 00:00:00,39.13748571428572,,,
2020-05-11 00:00:00,-35.49165555555555,,,
2020-05-12 00:00:00,2.810076923076923,,,
2020-05-13 00:00:00,89.98368888888889,,,
2020-05-14 00:00:00,51.32799047619047,,,
2020-05-15 00:00:00,9.2468375,,,
2020-05-16 00:00:00,-55.256,,,
2020-05-18 00:00:00,23.99374117647059,,,
2020-05-19 00:00:00,58.588765,,,
2020-05-20 00:00:00,22.767533333333333,,,
2020-05-21 00:00:00,39.00915,,,
2020-05-22 00:00:00,-0.9956428571428572,,,
2020-05-23 00:00:00,-13.215539999999999,,,
2020-05-25 00:00:00,38.38861666666667,,,
2020-05-26 00:00:00,19.1124,,,
2020-05-27 00:00:00,34.95070909090909,,,
2020-05-28 00:00:00,14.0997,,,
2020-05-29 00:00:00,13.8037375,,,
2020-05-30 00:00:00,8.351077777777778,,,
2020-06-01 00:00:00,117.77328181818183,,,
2020-06-02 00:00:00,6.421083333333333,,,
2020-06-03 00:00:00,22.596788235294117,,,
2020-06-04 00:00:00,8.34315,,,
2020-06-05 00:00:00,30.08745,,,
2020-06-06 00:00:00,1.089,,,
2020-06-08 00:00:00,12.196536363636364,,,
2020-06-09 00:00:00,0.44546,,,
2020-06-10 00:00:00,14.345561538461538,,,
2020-06-11 00:00:00,19.63865714285714,,,
2020-06-12 00:00:00,28.628581818181818,,,
2020-06-13 00:00:00,-19.00444,,,
2020-06-15 00:00:00,25.2763625,,,
2020-06-16 00:00:00,40.105000000000004,,,
2020-06-17 00:00:00,188.4962111111111,,,
2020-06-18 00:00:00,39.2933,,,
2020-06-19 00:00:00,-1.3771625,,,
2020-06-20 00:00:00,29.305777777777777,,,
2020-06-21 00:00:00,46.19184,,,
2020-06-22 00:00:00,20.546433333333333,,,
2020-06-24 00:00:00,-2.85234,,,
2020-06-25 00:00:00,30.847916666666666,,,
2020-06-26 00:00:00,44.0805875,,,
2020-06-27 00:00:00,67.10718,,,
2020-06-29 00:00:00,59.280013333333336,,,
2020-06-30 00:00:00,12.33339090909091,,,
2020-07-01 00:00:00,34.65153333333333,,,
2020-07-02 00:00:00,25.66295,,,
2020-07-03 00:00:00,74.40725499999999,,,
2020-07-05 00:00:00,-56.23498333333333,,,
2020-07-06 00:00:00,3.43635,,,
2020-07-07 00:00:00,4.1558777777777784,,,
2020-07-08 00:00:00,43.00724210526316,,,
2020-07-09 00:00:00,18.2346,,,
2020-07-10 00:00:00,14.975,,,
2020-07-11 00:00:00,48.02401428571428,,,
2020-07-12 00:00:00,1.1925,,,
2020-07-13 00:00:00,28.004175,,,
2020-07-14 00:00:00,-3.5418384615384615,,,
2020-07-15 00:00:00,28.520519999999998,,,
2020-07-16 00:00:00,5.012466666666667,,,
2020-07-17 00:00:00,53.034911111111114,,,
2020-07-18 00:00:00,-53.204975,,,
2020-07-20 00:00:00,60.606449999999995,,,
2020-07-21 00:00:00,6.270808695652174,,,
2020-07-22 00:00:00,-30.55305,,,
2020-07-23 00:00:00,25.84118,,,
2020-07-24 00:00:00,839.986,,,
2020-07-25 00:00:00,-4.9746,,,
2020-07-26 00:00:00,352.637,,,
2020-07-27 00:00:00,26.4469375,,,
2020-07-28 00:00:00,36.01786666666667,,,
2020-07-29 00:00:00,30.621716666666668,,,
2020-07-30 00:00:00,21.9842,,,
2020-07-31 00:00:00,42.24830909090909,,,
2020-08-01 00:00:00,-26.567700000000002,,,
2020-08-03 00:00:00,5.757271428571428,,,
2020-08-04 00:00:00,0.144,,,
2020-08-05 00:00:00,34.08468,,,
2020-08-06 00:00:00,59.968028571428576,,,
2020-08-07 00:00:00,41.52267058823529,,,
2020-08-10 00:00:00,130.4911,,,
2020-08-11 00:00:00,39.3174,,,
2020-08-12 00:00:00,74.05704166666666,,,
2020-08-13 00:00:00,-82.43963076923077,,,
2020-08-14 00:00:00,4.1293,,,
2020-08-15 00:00:00,-96.39453333333334,,,
2020-08-16 00:00:00,-6.0146,,,
2020-08-17 00:00:00,35.64108823529412,,,
2020-08-18 00:00:00,115.9982705882353,,,
2020-08-19 00:00:00,56.254825,,,
2020-08-20 00:00:00,26.231114285714284,,,
2020-08-21 00:00:00,97.63690434782609,,,
2020-08-22 00:00:00,-40.62505,,,
2020-08-23 00:00:00,71.7092,,,
2020-08-24 00:00:00,19.3515,,,
2020-08-25 00:00:00,-3.4221600000000003,,,
2020-08-26 00:00:00,-4.921666666666667,,,
2020-08-27 00:00:00,53.099057894736845,,,
2020-08-28 00:00:00,43.1626125,,,
2020-08-29 00:00:00,11.42564,,,
2020-08-31 00:00:00,55.567136363636365,,,
2020-09-01 00:00:00,48.651228571428575,,,
2020-09-02 00:00:00,72.22736944444445,,,
2020-09-03 00:00:00,15.344753846153846,,,
2020-09-04 00:00:00,8.015182142857142,,,
2020-09-05 00:00:00,-3.43888,,,
2020-09-07 00:00:00,54.27129130434783,,,
2020-09-08 00:00:00,-36.49765,,,
2020-09-09 00:00:00,-5.271565517241379,,,
2020-09-10 00:00:00,-54.295661111111116,,,
2020-09-11 00:00:00,46.949304545454545,,,
2020-09-12 00:00:00,31.341571428571427,,,
2020-09-13 00:00:00,2.786,,,
2020-09-14 00:00:00,26.352316666666667,,,
2020-09-15 00:00:00,74.42189615384615,,,
2020-09-16 00:00:00,-25.8202,,,
2020-09-17 00:00:00,45.25127647058824,,,
2020-09-18 00:00:00,25.077105,,,
2020-09-19 00:00:00,3.599326666666667,,,
2020-09-20 00:00:00,112.27117142857142,,,
2020-09-21 00:00:00,12.1508625,,,
2020-09-22 00:00:00,-6.617177272727273,,,
2020-09-23 00:00:00,5.7592799999999995,,,
2020-09-24 00:00:00,40.01846,,,
2020-09-25 00:00:00,17.615215384615386,,,
2020-09-26 00:00:00,44.98604285714286,,,
2020-09-28 00:00:00,-4.63779,,,
2020-09-29 00:00:00,1.883842857142857,,,
2020-09-30 00:00:00,29.6221,,,
2020-10-01 00:00:00,84.42275,,,
2020-10-02 00:00:00,-42.13525769230769,,,
2020-10-03 00:00:00,104.82146666666667,,,
2020-10-04 00:00:00,8.5914,,,
2020-10-05 00:00:00,98.34984666666666,,,
2020-10-06 00:00:00,29.026916666666665,,,
2020-10-07 00:00:00,19.858227272727273,,,
2020-10-08 00:00:00,24.672250000000002,,,
2020-10-09 00:00:00,-42.4671,,,
2020-10-10 00:00:00,-47.8716,,,
2020-10-12 00:00:00,29.23065,,,
2020-10-13 00:00:00,170.21612666666667,,,
2020-10-14 00:00:00,-5.71404,,,
2020-10-15 00:00:00,28.7674,,,
2020-10-16 00:00:00,-183.39685,,,
2020-10-17 00:00:00,5.774725,,,
2020-10-19 00:00:00,-89.4244,,,
2020-10-20 00:00:00,9.050393333333334,,,
2020-10-21 00:00:00,24.708838888888888,,,
2020-10-22 00:00:00,378.31888333333336,,,
2020-10-23 00:00:00,4.5734055555555555,,,
2020-10-24 00:00:00,-38.02525,,,
2020-10-26 00:00:00,10.77275,,,
2020-10-27 00:00:00,8.655208333333333,,,
2020-10-28 00:00:00,4.5132125,,,
2020-10-29 00:00:00,22.5408,,,
2020-10-30 00:00:00,22.564839130434784,,,
2020-10-31 00:00:00,13.9898,,,
2020-11-01 00:00:00,89.724225,,,
2020-11-02 00:00:00,37.166144,,,
2020-11-03 00:00:00,29.35655652173913,,,
2020-11-04 00:00:00,-234.54365882352943,,,
2020-11-05 00:00:00,29.19001111111111,,,
2020-11-06 00:00:00,20.85036296296296,,,
2020-11-07 00:00:00,11.96416,,,
2020-11-08 00:00:00,72.696,,,
2020-11-09 00:00:00,101.58695833333333,,,
2020-11-10 00:00:00,-7.40868,,,
2020-11-11 00:00:00,18.883173333333332,,,
2020-11-12 00:00:00,-1.2611666666666668,,,
2020-11-13 00:00:00,-18.110218181818183,,,
2020-11-14 00:00:00,3.10536,,,
2020-11-15 00:00:00,27.508,,,
2020-11-16 00:00:00,29.944961111111112,,,
2020-11-17 00:00:00,368.46238125,,,
2020-11-18 00:00:00,12.0861,,,
2020-11-19 00:00:00,-63.80888076923077,,,
2020-11-20 00:00:00,32.66098823529412,,,
2020-11-21 00:00:00,20.088653333333333,,,
2020-11-22 00:00:00,2.232,,,
2020-11-23 00:00:00,12.558076470588235,,,
2020-11-24 00:00:00,37.437032,,,
2020-11-25 00:00:00,-4.505215384615385,,,
2020-11-26 00:00:00,78.2098375,,,
2020-11-27 00:00:00,49.48092307692308,,,
2020-11-28 00:00:00,27.410016666666667,,,
2020-11-29 00:00:00,33.9155,,,
2020-11-30 00:00:00,3.3014133333333335,,,
